Sample_ID,Calingiri_Decision_Tree_K7,Halberd_Decision_Tree_K7,Lancer_Decision_Tree_K7,Calingiri_GradientBoosting_k3_best_model,Halberd_GradientBoosting_k3_best_model,Lancer_GradientBoosting_k3_best_model,Ensemble_Mean,Ensemble_Median
14FG141,4.56375,5.0,4.742272727272727,4.611316411246171,4.960018491979332,3.972908554907646,4.6417110309009795,4.6767945692594495
16FG168,2.335,4.755333333333334,3.142857142857143,2.924682257104789,4.432209865555057,2.821344001156596,3.4019044333344866,3.033769699980966
